signal_id,result,v1_count,v2_count,v1_min,v2_min,v1_max,v2_max,v1_avg,v2_avg,v1_stddev,v2_stddev,notes
COMP01-BEARINGS.vibration_nde,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-COOLING.return_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-COOLING.supply_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.discharge_pressure,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.discharge_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.flow_rate,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.power,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.speed,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.suction_pressure,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.suction_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-LUBE.filter_dp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-LUBE.pressure,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-LUBE.temperature,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.bearing_de_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.bearing_nde_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.current,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.power,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.vibration_de,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.vibration_nde,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.winding_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-SEAL.flow_rate,SKIP,0,0,,,,,,,,,No data for either workspace
CONTACT-TANK-101.contact_time,PASS,463,462,30.0,30.0,37.1,37.1,33.47,33.4723,1.0668,1.0668,Avg diff: 0.01% (within tolerance)
CONTACT-TANK-101.level,PASS,463,462,65.2,65.2,65.3,65.3,65.206,65.2061,0.0239,0.0239,Avg diff: 0.00% (within tolerance)
DISINFECTION-QUALITY-STATION-101.free_chlorine,PASS,463,462,0.0,0.0,1.3135,1.3135,0.1196,0.1175,0.2705,0.2668,Avg diff: 1.76% (within tolerance)
DISINFECTION-QUALITY-STATION-101.orp,PASS,463,462,175.8,175.8,710.1,710.1,341.6197,340.8338,174.234,173.5994,Avg diff: 0.23% (within tolerance)
DISINFECTION-QUALITY-STATION-101.total_chlorine,PASS,463,462,1.1938,1.1938,1.9596,1.9596,1.5671,1.5666,0.1161,0.1156,Avg diff: 0.03% (within tolerance)
EDGEV2-ENERGY-METER-101.active_power,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-MOTOR-101.running_status,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-PUMP-101.discharge_pressure,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-PUMP-101.flow_rate,PASS,203,201,12.5,12.5,12.5,12.5,12.5,12.5,0.0,0.0,Avg diff: 0.00% (within tolerance)
EDGEV2-PUMP-101.vibration,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-QUALITY-STATION-101.turbidity,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-TANK-101.level,SKIP,0,0,,,,,,,,,No data for either workspace
ENERGY-MONITORING-STATION-101.energy_cost_per_m3,PASS,463,462,1724.0,1724.0,1828.0,1828.0,1774.1447,1774.1818,16.7739,16.773,Avg diff: 0.00% (within tolerance)
ENERGY-MONITORING-STATION-101.peak_demand,PASS,463,462,479.3,479.3,479.3,479.3,479.3,479.3,0.0,0.0,Avg diff: 0.00% (within tolerance)
ENERGY-MONITORING-STATION-101.specific_energy_consumption,PASS,463,462,0.6898,0.6898,0.7311,0.7311,0.7097,0.7097,0.0067,0.0067,Avg diff: 0.00% (within tolerance)
ENERGY-MONITORING-STATION-101.total_active_power,PASS,463,462,378.82,378.82,399.69,399.69,389.4354,389.4399,3.5359,3.5384,Avg diff: 0.00% (within tolerance)
ENERGY-MONITORING-STATION-101.total_energy_today,PASS,463,462,58766888.1,58770232.5,60280194.5,60280194.5,59515499.2683,59517119.6387,437334.8578,436415.3668,Avg diff: 0.00% (within tolerance)
FEEDER-01.current,SKIP,0,0,,,,,,,,,No data for either workspace
FEEDER-01.power,SKIP,0,0,,,,,,,,,No data for either workspace
FILTER-101.effluent_flow,PASS,496,495,84.27,84.27,231.2,231.2,216.2745,216.2603,32.5854,32.6168,Avg diff: 0.01% (within tolerance)
FILTER-101.filter_dp,PASS,496,495,0.18,0.18,80.04,80.04,51.7138,51.7428,23.0432,23.0575,Avg diff: 0.06% (within tolerance)
FILTER-101.filter_level,PASS,463,462,1.15,1.15,1.17,1.17,1.162,1.162,0.0044,0.0044,Avg diff: 0.00% (within tolerance)
FILTER-102.effluent_flow,PASS,463,462,214.0,214.0,226.6,226.6,219.989,219.981,2.2888,2.2848,Avg diff: 0.00% (within tolerance)
FILTER-102.filter_dp,PASS,463,462,20.16,20.16,80.04,80.04,55.3626,55.4015,19.1932,19.1957,Avg diff: 0.07% (within tolerance)
FILTER-102.filter_level,PASS,463,462,1.16,1.16,1.18,1.18,1.1701,1.1701,0.004,0.004,Avg diff: 0.00% (within tolerance)
FILTER-QUALITY-STATION-101.filter_run_quality_index,PASS,463,462,0.0,0.0,0.997,0.997,0.4107,0.41,0.3198,0.3198,Avg diff: 0.17% (within tolerance)
FILTER-QUALITY-STATION-101.filtered_ph,PASS,463,462,0.0,0.0,8.854,8.854,5.9987,5.9955,2.9107,2.913,Avg diff: 0.05% (within tolerance)
FILTER-QUALITY-STATION-101.filtered_turbidity,PASS,463,462,0.0,0.0,1.543,1.543,0.7144,0.7144,0.391,0.3914,Avg diff: 0.00% (within tolerance)
FILTER-QUALITY-STATION-101.particle_count_proxy,PASS,463,462,0.0,0.0,128.1,128.1,57.7419,57.766,31.1005,31.1298,Avg diff: 0.04% (within tolerance)
FLASH-MIXER-101.mixer_speed,PASS,463,462,283.2311,283.2311,318.9875,318.9875,299.9543,299.9554,5.9769,5.9834,Avg diff: 0.00% (within tolerance)
FLOCCULATOR-101.flocculator_speed,PASS,463,462,37.775,37.775,42.3937,42.3937,40.0106,40.0138,0.7782,0.7758,Avg diff: 0.01% (within tolerance)
HIGH-SERVICE-PUMP-STATION-101.discharge_pressure,PASS,463,462,609.9,609.9,640.2,640.2,624.4434,624.4481,5.0096,5.014,Avg diff: 0.00% (within tolerance)
HSP-101-MOTOR.motor_current,PASS,496,495,64.58,64.58,95.2,95.2,87.6824,87.6815,3.8656,3.8695,Avg diff: 0.00% (within tolerance)
HSP-101-MOTOR.power,PASS,463,462,50.17,50.17,58.24,58.24,53.8989,53.9027,1.1333,1.1316,Avg diff: 0.01% (within tolerance)
HSP-101-MOTOR.winding_temp,PASS,463,462,35.4,35.4,46.1,46.1,40.3458,40.3463,1.5241,1.5257,Avg diff: 0.00% (within tolerance)
HSP-101.flow_rate,PASS,496,495,100.0,100.0,230.93,230.93,107.0447,107.0578,25.5566,25.5808,Avg diff: 0.01% (within tolerance)
HSP-102-MOTOR.motor_current,PASS,463,462,379.3,379.3,406.5,406.5,393.6959,393.7013,4.6864,4.69,Avg diff: 0.00% (within tolerance)
HSP-102-MOTOR.power,PASS,463,462,232.16,232.16,247.47,247.47,240.643,240.644,2.7586,2.7615,Avg diff: 0.00% (within tolerance)
HSP-102.flow_rate,PASS,463,462,439.1581,439.1581,450.0,450.0,448.4375,448.4341,2.4023,2.4038,Avg diff: 0.00% (within tolerance)
INTAKE-STRUCTURE-101.inlet_valve_position,PASS,463,462,68.3,68.3,71.7,71.7,69.8225,69.8225,0.5117,0.5123,Avg diff: 0.00% (within tolerance)
INTAKE-STRUCTURE-101.raw_water_level,PASS,463,462,3.8312,3.8312,4.166,4.166,3.9822,3.9822,0.0512,0.0513,Avg diff: 0.00% (within tolerance)
INTAKE-STRUCTURE-101.screen_dp,PASS,463,462,16.03,16.03,23.22,23.22,19.2254,19.2271,1.0485,1.0489,Avg diff: 0.01% (within tolerance)
LAB-SAMPLING-STATION-101.cod,PASS,463,462,22.0,22.0,27.9,27.9,24.835,24.834,0.904,0.9048,Avg diff: 0.00% (within tolerance)
LAB-SAMPLING-STATION-101.toc,PASS,463,462,4.4,4.4,5.58,5.58,4.9672,4.9671,0.1809,0.181,Avg diff: 0.00% (within tolerance)
MCC-101.runtime_hours,PASS,463,462,156.1,156.11,160.12,160.12,158.0911,158.0954,1.1629,1.1604,Avg diff: 0.00% (within tolerance)
MOTOR-101.motor_current,PASS,1387,1386,39.55,39.55,60.43,60.43,49.9964,50.0045,7.085,7.0828,Avg diff: 0.02% (within tolerance)
MOTOR-101.motor_temperature,PASS,33,34,59.8,59.8,70.0,70.0,64.8212,64.9588,3.6382,3.6714,Avg diff: 0.21% (within tolerance)
MOTOR-101.running_status,PASS,33,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
OUTLET-MANIFOLD-101.manifold_flow,PASS,463,462,534.7,534.7,559.3,559.3,548.7829,548.7779,3.9759,3.9788,Avg diff: 0.00% (within tolerance)
OUTLET-MANIFOLD-101.manifold_pressure,PASS,463,462,-5482.0,-5482.0,-5201.1,-5201.1,-5399.7281,-5399.6335,51.5817,51.5974,Avg diff: 0.00% (within tolerance)
PH-PUMP-101.flow_rate,PASS,463,462,4.6584,4.6584,5.3011,5.3011,5.0012,5.0009,0.0965,0.0964,Avg diff: 0.01% (within tolerance)
PLANT-KPI-101.compliance_rate_today,PASS,463,462,6.9,6.9,7.0,7.0,6.9132,6.9132,0.0339,0.0339,Avg diff: 0.00% (within tolerance)
PLANT-KPI-101.cost_per_m3,PASS,463,462,4585.0,4585.0,4788.0,4788.0,4705.9633,4705.9307,34.927,34.9578,Avg diff: 0.00% (within tolerance)
PLANT-KPI-101.outlet_quality_index,PASS,463,462,0.0,0.0,0.732,0.732,0.2779,0.2769,0.1469,0.1455,Avg diff: 0.36% (within tolerance)
PLANT-KPI-101.treatment_yield,PASS,463,462,99.6,99.6,99.7,99.7,99.611,99.611,0.0313,0.0314,Avg diff: 0.00% (within tolerance)
PLANT-KPI-101.water_production_today,PASS,463,462,85677.0,85682.0,87885.0,87885.0,86769.1145,86771.4784,638.0154,636.674,Avg diff: 0.00% (within tolerance)
PUMP-101.discharge_pressure,PASS,1387,1386,4.81,4.81,9.19,9.19,7.003,7.0024,1.4206,1.4213,Avg diff: 0.01% (within tolerance)
PUMP-101.flow_rate,PASS,1387,1386,79.08,79.08,120.9,120.9,99.9909,100.0035,14.1625,14.1594,Avg diff: 0.01% (within tolerance)
PUMP-101.running_status,PASS,33,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
PUMP-101.vibration_rms,PASS,33,34,1.94,1.94,3.07,3.07,2.4861,2.485,0.3749,0.3692,Avg diff: 0.04% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.chemical_dosing_abnormality_score,PASS,463,462,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.energy_abnormality_score,PASS,463,462,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.outlet_quality_risk_score,PASS,463,462,9.09,9.09,9.09,9.09,9.09,9.09,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.probable_root_cause_code,PASS,463,462,101.0,101.0,101.0,101.0,101.0,101.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.raw_water_impact_score,PASS,463,462,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
RAW-WATER-MANIFOLD-101.manifold_pressure,PASS,463,462,240.7,240.7,257.9,257.9,249.3445,249.3513,3.0985,3.0984,Avg diff: 0.00% (within tolerance)
RAW-WATER-PUMP-STATION-101.discharge_pressure,PASS,463,462,238.8,238.8,260.3,260.3,249.2467,249.2494,3.1741,3.177,Avg diff: 0.00% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_algae_index,PASS,463,462,0.5,0.5,9.0462,9.0462,3.527,3.5314,1.8968,1.8965,Avg diff: 0.12% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_ammonia,PASS,463,462,0.05,0.05,0.6,0.6,0.3287,0.3293,0.2132,0.213,Avg diff: 0.18% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_conductivity,PASS,463,462,502.6675,502.6675,565.4814,565.4814,538.2548,538.2227,10.1517,10.1391,Avg diff: 0.01% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_ph,PASS,496,495,6.5,6.5,9.0,9.0,7.5108,7.5104,0.7623,0.7631,Avg diff: 0.01% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_temperature,PASS,496,495,14.9,14.9,27.7998,27.7998,26.3715,26.3704,2.1499,2.152,Avg diff: 0.00% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_turbidity,PASS,496,496,4.6,4.6,92.9287,92.9287,78.3022,78.1778,17.1557,17.3356,Avg diff: 0.16% (within tolerance)
RWP-101-MOTOR.motor_current,PASS,463,462,90.6,90.6,98.9,98.9,95.0287,95.0294,1.4863,1.4879,Avg diff: 0.00% (within tolerance)
RWP-101-MOTOR.power,PASS,463,462,41.55,41.55,48.34,48.34,44.8942,44.894,1.2603,1.2617,Avg diff: 0.00% (within tolerance)
RWP-101-MOTOR.vibration_de,PASS,463,462,562.36,562.48,576.94,576.94,569.6235,569.6392,4.1876,4.1785,Avg diff: 0.00% (within tolerance)
RWP-101.flow_rate,PASS,463,462,436.8174,436.8174,462.4886,462.4886,449.8791,449.8861,4.4933,4.4957,Avg diff: 0.00% (within tolerance)
RWP-101.running_status,PASS,463,462,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
RWP-102-MOTOR.motor_current,PASS,463,462,89.2,89.2,97.2,97.2,92.9114,92.9117,1.3572,1.3587,Avg diff: 0.00% (within tolerance)
RWP-102.flow_rate,PASS,463,462,427.9979,427.9979,453.2547,453.2547,439.9902,439.974,4.563,4.5546,Avg diff: 0.00% (within tolerance)
SCREEN-101.running_status,PASS,463,462,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
SLUDGE-PUMP-101.running_status,PASS,463,462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TANK-101.tank_level,PASS,33,34,1.94,1.94,5.08,5.08,3.2973,3.3435,1.0415,1.0605,Avg diff: 1.40% (within tolerance)
TANK-101.temperature,PASS,33,34,19.0,19.0,25.1,25.2,22.2091,22.2971,2.1609,2.1889,Avg diff: 0.40% (within tolerance)
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_compliance_status,PASS,463,462,0.0,0.0,1.0,1.0,0.0778,0.0758,0.2681,0.2649,Avg diff: 2.57% (within tolerance)
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_free_chlorine,PASS,463,462,0.0,0.0,1.19,1.19,0.1122,0.1103,0.2427,0.2395,Avg diff: 1.69% (within tolerance)
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_ph,PASS,463,462,-0.12,-0.12,8.85,8.85,5.9994,5.9961,2.9125,2.9148,Avg diff: 0.06% (within tolerance)
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_turbidity,PASS,463,462,0.01,0.01,1.456,1.456,0.6809,0.681,0.3678,0.3682,Avg diff: 0.01% (within tolerance)
TRANSFER-PUMP-101.running_status,PASS,463,462,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
TRANSFORMER-01.temperature,SKIP,0,0,,,,,,,,,No data for either workspace
TRANSFORMER-101.load_percent,PASS,463,462,31.6,31.6,33.3,33.3,32.4529,32.4532,0.2961,0.2963,Avg diff: 0.00% (within tolerance)
TRANSFORMER-101.oil_temp,PASS,463,462,58.4,58.4,63.9,63.9,60.9568,60.9543,0.9805,0.9802,Avg diff: 0.00% (within tolerance)
TRANSFORMER-101.winding_temp,PASS,463,462,68.4,68.4,73.9,73.9,70.9568,70.9543,0.9805,0.9802,Avg diff: 0.00% (within tolerance)
VALVE-101.valve_position,SKIP,0,0,,,,,,,,,No data for either workspace
