signal_id,result,v1_count,v2_count,v1_min,v2_min,v1_max,v2_max,v1_avg,v2_avg,v1_stddev,v2_stddev,notes
COMP01-BEARINGS.vibration_nde,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-COOLING.return_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-COOLING.supply_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.discharge_pressure,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.discharge_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.flow_rate,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.power,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.speed,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.suction_pressure,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-CORE.suction_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-LUBE.filter_dp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-LUBE.pressure,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-LUBE.temperature,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.bearing_de_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.bearing_nde_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.current,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.power,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.vibration_de,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.vibration_nde,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-MOTOR.winding_temp,SKIP,0,0,,,,,,,,,No data for either workspace
COMP01-SEAL.flow_rate,SKIP,0,0,,,,,,,,,No data for either workspace
CONTACT-TANK-101.contact_time,PASS,11,12,32.0,32.0,37.1,37.1,33.9273,33.8583,1.4444,1.3977,Avg diff: 0.20% (within tolerance)
CONTACT-TANK-101.level,PASS,11,12,65.2,65.2,65.3,65.3,65.2091,65.2083,0.0302,0.0289,Avg diff: 0.00% (within tolerance)
DISINFECTION-QUALITY-STATION-101.free_chlorine,FAIL,11,12,0.0,0.0,0.9875,0.9875,0.1445,0.1325,0.3202,0.3081,Avg diff: 8.30% (>5% tolerance)
DISINFECTION-QUALITY-STATION-101.orp,PASS,11,12,185.7,185.7,690.7,690.7,328.6182,318.3,190.9484,185.5377,Avg diff: 3.14% (within tolerance)
DISINFECTION-QUALITY-STATION-101.total_chlorine,PASS,11,12,1.3591,1.3591,1.7844,1.7844,1.5731,1.5757,0.1205,0.1153,Avg diff: 0.17% (within tolerance)
EDGEV2-ENERGY-METER-101.active_power,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-MOTOR-101.running_status,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-PUMP-101.discharge_pressure,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-PUMP-101.flow_rate,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-PUMP-101.vibration,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-QUALITY-STATION-101.turbidity,SKIP,0,0,,,,,,,,,No data for either workspace
EDGEV2-TANK-101.level,SKIP,0,0,,,,,,,,,No data for either workspace
ENERGY-MONITORING-STATION-101.energy_cost_per_m3,PASS,11,12,1732.0,1732.0,1793.0,1793.0,1768.9091,1768.5,17.484,16.7305,Avg diff: 0.02% (within tolerance)
ENERGY-MONITORING-STATION-101.peak_demand,PASS,11,12,479.3,479.3,479.3,479.3,479.3,479.3,0.0,0.0,Avg diff: 0.00% (within tolerance)
ENERGY-MONITORING-STATION-101.specific_energy_consumption,PASS,11,12,0.6929,0.6929,0.7171,0.7171,0.7075,0.7074,0.007,0.0067,Avg diff: 0.01% (within tolerance)
ENERGY-MONITORING-STATION-101.total_active_power,PASS,11,12,380.13,380.13,392.76,392.76,387.0518,386.995,4.6584,4.446,Avg diff: 0.01% (within tolerance)
ENERGY-MONITORING-STATION-101.total_energy_today,PASS,11,12,60189967.3,60189967.3,60223418.2,60226761.9,60206686.6,60208359.5417,11095.0271,12062.071,Avg diff: 0.00% (within tolerance)
FEEDER-01.current,SKIP,0,0,,,,,,,,,No data for either workspace
FEEDER-01.power,SKIP,0,0,,,,,,,,,No data for either workspace
FILTER-101.effluent_flow,PASS,18,20,84.27,84.27,230.5,230.5,174.4028,173.1,65.9956,65.9232,Avg diff: 0.75% (within tolerance)
FILTER-101.filter_dp,FAIL,18,20,0.18,0.18,80.03,80.03,33.4422,31.532,35.2388,34.1553,Avg diff: 5.71% (>5% tolerance)
FILTER-101.filter_level,PASS,11,12,1.15,1.15,1.17,1.17,1.16,1.16,0.0045,0.0043,Avg diff: 0.00% (within tolerance)
FILTER-102.effluent_flow,PASS,11,12,216.8,216.8,224.1,224.1,220.1273,219.9667,2.4323,2.3849,Avg diff: 0.07% (within tolerance)
FILTER-102.filter_dp,PASS,11,12,20.39,20.39,80.03,80.03,54.3773,52.2167,29.5174,29.122,Avg diff: 3.97% (within tolerance)
FILTER-102.filter_level,PASS,11,12,1.16,1.16,1.17,1.17,1.1682,1.1683,0.004,0.0039,Avg diff: 0.01% (within tolerance)
FILTER-QUALITY-STATION-101.filter_run_quality_index,FAIL,11,12,0.0,0.0,0.994,0.994,0.4274,0.4633,0.4918,0.4851,Avg diff: 8.40% (>5% tolerance)
FILTER-QUALITY-STATION-101.filtered_ph,FAIL,11,12,0.0,0.0,8.146,8.493,3.4373,3.8586,3.961,4.0489,Avg diff: 12.26% (>5% tolerance)
FILTER-QUALITY-STATION-101.filtered_turbidity,FAIL,11,12,0.0,0.0,0.7823,0.7823,0.2811,0.2965,0.3301,0.3192,Avg diff: 5.48% (>5% tolerance)
FILTER-QUALITY-STATION-101.particle_count_proxy,PASS,11,12,0.0,0.0,67.1,67.1,25.7182,26.3917,26.885,25.7398,Avg diff: 2.62% (within tolerance)
FLASH-MIXER-101.mixer_speed,PASS,11,12,293.5528,293.5528,306.7638,306.7638,299.6088,299.732,4.8351,4.6298,Avg diff: 0.04% (within tolerance)
FLOCCULATOR-101.flocculator_speed,PASS,11,12,39.2734,39.2734,41.514,41.514,39.9954,39.9556,0.6699,0.6534,Avg diff: 0.10% (within tolerance)
HIGH-SERVICE-PUMP-STATION-101.discharge_pressure,PASS,11,12,611.7,611.7,632.3,632.3,623.4455,623.2917,6.5873,6.3033,Avg diff: 0.02% (within tolerance)
HSP-101-MOTOR.motor_current,PASS,18,19,65.18,65.18,94.96,94.96,84.5217,84.71,7.8262,7.6499,Avg diff: 0.22% (within tolerance)
HSP-101-MOTOR.power,PASS,11,12,51.84,51.84,55.68,55.68,53.7127,53.65,1.2466,1.2083,Avg diff: 0.12% (within tolerance)
HSP-101-MOTOR.winding_temp,PASS,11,12,36.3,36.3,41.2,41.2,39.7545,39.8333,1.5494,1.5023,Avg diff: 0.20% (within tolerance)
HSP-101.flow_rate,PASS,18,19,100.0,100.0,227.85,227.85,138.8424,136.8088,51.5509,50.8767,Avg diff: 1.46% (within tolerance)
HSP-102-MOTOR.motor_current,PASS,11,12,381.6,381.6,399.6,399.6,390.0909,390.175,6.3502,6.0617,Avg diff: 0.02% (within tolerance)
HSP-102-MOTOR.power,PASS,11,12,232.82,232.82,244.57,244.57,238.6527,238.5992,3.8904,3.714,Avg diff: 0.02% (within tolerance)
HSP-102.flow_rate,PASS,11,12,439.6653,439.6653,450.0,450.0,445.5121,445.4804,3.4239,3.2664,Avg diff: 0.01% (within tolerance)
INTAKE-STRUCTURE-101.inlet_valve_position,PASS,11,12,69.5,69.5,70.6,70.6,70.0545,70.0167,0.3857,0.3904,Avg diff: 0.05% (within tolerance)
INTAKE-STRUCTURE-101.raw_water_level,PASS,11,12,3.9462,3.9462,4.0601,4.0601,4.0047,4.0009,0.0385,0.039,Avg diff: 0.09% (within tolerance)
INTAKE-STRUCTURE-101.screen_dp,PASS,11,12,18.04,18.04,21.89,21.89,19.3518,19.375,1.1249,1.0756,Avg diff: 0.12% (within tolerance)
LAB-SAMPLING-STATION-101.cod,PASS,11,12,23.4,23.4,26.9,26.9,25.2455,25.0917,0.9406,1.0431,Avg diff: 0.61% (within tolerance)
LAB-SAMPLING-STATION-101.toc,PASS,11,12,4.67,4.67,5.39,5.39,5.0527,5.0217,0.1933,0.2134,Avg diff: 0.61% (within tolerance)
MCC-101.runtime_hours,PASS,11,12,159.88,159.88,159.97,159.98,159.9282,159.9325,0.0306,0.0328,Avg diff: 0.00% (within tolerance)
MOTOR-101.motor_current,PASS,21,21,40.46,40.46,59.95,59.95,48.15,48.3824,6.8687,7.0386,Avg diff: 0.48% (within tolerance)
MOTOR-101.motor_temperature,PASS,7,8,60.2,60.2,68.0,69.5,62.9,63.725,2.9878,3.6189,Avg diff: 1.31% (within tolerance)
MOTOR-101.running_status,PASS,7,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
OUTLET-MANIFOLD-101.manifold_flow,PASS,11,12,542.1,542.1,550.7,550.7,547.0455,547.0917,2.5445,2.4314,Avg diff: 0.01% (within tolerance)
OUTLET-MANIFOLD-101.manifold_pressure,PASS,11,12,-5424.2,-5424.2,-5213.1,-5213.1,-5333.6182,-5333.2833,65.0159,62.001,Avg diff: 0.01% (within tolerance)
PH-PUMP-101.flow_rate,PASS,11,12,4.7062,4.7062,5.1453,5.1453,4.9776,4.9848,0.1216,0.1186,Avg diff: 0.14% (within tolerance)
PLANT-KPI-101.compliance_rate_today,PASS,11,12,6.9,6.9,6.9,6.9,6.9,6.9,0.0,0.0,Avg diff: 0.00% (within tolerance)
PLANT-KPI-101.cost_per_m3,PASS,11,12,4653.0,4653.0,4754.0,4754.0,4699.2727,4700.5,32.3175,31.1054,Avg diff: 0.03% (within tolerance)
PLANT-KPI-101.outlet_quality_index,PASS,11,12,0.289,0.231,0.732,0.732,0.4116,0.3966,0.1263,0.1312,Avg diff: 3.64% (within tolerance)
PLANT-KPI-101.treatment_yield,PASS,11,12,99.6,99.6,99.7,99.7,99.6273,99.625,0.0467,0.0452,Avg diff: 0.00% (within tolerance)
PLANT-KPI-101.water_production_today,PASS,11,12,87753.0,87753.0,87802.0,87807.0,87777.4545,87779.9167,16.133,17.5885,Avg diff: 0.00% (within tolerance)
PUMP-101.discharge_pressure,PASS,22,21,4.93,4.93,9.04,9.04,6.9109,6.8129,1.4706,1.4314,Avg diff: 1.42% (within tolerance)
PUMP-101.flow_rate,PASS,22,21,80.19,80.19,119.22,119.22,101.0641,101.8333,14.6181,14.5156,Avg diff: 0.76% (within tolerance)
PUMP-101.running_status,PASS,8,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
PUMP-101.vibration_rms,PASS,8,8,1.96,1.96,3.03,3.03,2.51,2.51,0.3898,0.3898,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.chemical_dosing_abnormality_score,PASS,11,12,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.energy_abnormality_score,PASS,11,12,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.outlet_quality_risk_score,PASS,11,12,9.09,9.09,9.09,9.09,9.09,9.09,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.probable_root_cause_code,PASS,11,12,101.0,101.0,101.0,101.0,101.0,101.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
QUALITY-TRACEABILITY-ENGINE-101.raw_water_impact_score,PASS,11,12,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
RAW-WATER-MANIFOLD-101.manifold_pressure,PASS,11,12,243.6,243.6,255.6,255.6,250.5545,250.3583,3.3453,3.2612,Avg diff: 0.08% (within tolerance)
RAW-WATER-PUMP-STATION-101.discharge_pressure,PASS,11,12,243.4,243.4,255.5,255.5,249.5091,249.7417,3.2568,3.2081,Avg diff: 0.09% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_algae_index,FAIL,11,12,0.6083,0.6083,4.2712,5.5692,2.742,2.9776,1.2116,1.4145,Avg diff: 8.59% (>5% tolerance)
RAW-WATER-QUALITY-STATION-101.raw_ammonia,FAIL,11,12,0.0521,0.05,0.5966,0.5966,0.3538,0.3285,0.2158,0.2237,Avg diff: 7.15% (>5% tolerance)
RAW-WATER-QUALITY-STATION-101.raw_conductivity,PASS,11,12,518.4078,518.4078,553.9602,553.9602,535.3762,536.4996,11.1271,11.3004,Avg diff: 0.21% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_ph,PASS,18,20,6.5,6.5,8.3728,8.7183,7.2921,7.3393,0.5013,0.5846,Avg diff: 0.65% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_temperature,PASS,18,20,22.3,21.3,27.7998,27.7998,25.6914,25.5072,1.7323,1.9211,Avg diff: 0.72% (within tolerance)
RAW-WATER-QUALITY-STATION-101.raw_turbidity,PASS,18,20,16.9,16.9,89.7938,89.7938,59.9482,59.1448,31.4213,31.0044,Avg diff: 1.34% (within tolerance)
RWP-101-MOTOR.motor_current,PASS,11,12,92.2,92.2,98.7,98.7,95.1,95.1333,1.7804,1.7015,Avg diff: 0.04% (within tolerance)
RWP-101-MOTOR.power,PASS,11,12,42.05,42.05,46.28,46.28,44.6864,44.7458,1.4762,1.4225,Avg diff: 0.13% (within tolerance)
RWP-101-MOTOR.vibration_de,PASS,11,12,576.06,576.06,576.55,576.55,576.2636,576.2767,0.142,0.1427,Avg diff: 0.00% (within tolerance)
RWP-101.flow_rate,PASS,11,12,446.034,446.034,460.9904,460.9904,450.8318,450.8448,3.9566,3.7727,Avg diff: 0.00% (within tolerance)
RWP-101.running_status,PASS,11,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
RWP-102-MOTOR.motor_current,PASS,11,12,90.6,90.6,94.2,94.2,92.9273,92.75,1.2507,1.3413,Avg diff: 0.19% (within tolerance)
RWP-102.flow_rate,PASS,11,12,433.5643,433.5643,448.288,448.288,440.2438,439.9268,4.904,4.8031,Avg diff: 0.07% (within tolerance)
SCREEN-101.running_status,PASS,11,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
SLUDGE-PUMP-101.running_status,PASS,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TANK-101.tank_level,PASS,7,8,2.01,2.01,2.93,2.93,2.3286,2.3788,0.3334,0.3398,Avg diff: 2.16% (within tolerance)
TANK-101.temperature,PASS,7,8,22.3,21.3,25.1,25.1,24.0571,23.7125,0.9981,1.3432,Avg diff: 1.43% (within tolerance)
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_compliance_status,PASS,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_free_chlorine,FAIL,11,12,0.0,0.0,0.9213,0.9213,0.1328,0.1217,0.291,0.2801,Avg diff: 8.36% (>5% tolerance)
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_ph,FAIL,11,12,-0.02,-0.02,8.14,8.51,3.4409,3.8633,3.9613,4.0505,Avg diff: 12.28% (>5% tolerance)
TRANSFER-OUTLET-QUALITY-STATION-101.outlet_turbidity,FAIL,11,12,0.01,0.01,0.7639,0.7639,0.2756,0.2898,0.3127,0.3021,Avg diff: 5.15% (>5% tolerance)
TRANSFER-PUMP-101.running_status,PASS,11,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Avg diff: 0.00% (within tolerance)
TRANSFORMER-01.temperature,SKIP,0,0,,,,,,,,,No data for either workspace
TRANSFORMER-101.load_percent,PASS,11,12,31.7,31.7,32.7,32.7,32.2545,32.25,0.3882,0.3705,Avg diff: 0.01% (within tolerance)
TRANSFORMER-101.oil_temp,PASS,11,12,59.4,59.4,63.6,63.6,60.9273,60.925,1.2059,1.1498,Avg diff: 0.00% (within tolerance)
TRANSFORMER-101.winding_temp,PASS,11,12,69.4,69.4,73.6,73.6,70.9273,70.925,1.2059,1.1498,Avg diff: 0.00% (within tolerance)
VALVE-101.valve_position,SKIP,0,0,,,,,,,,,No data for either workspace
